topology,strategy,fraction,trial,n,beta,gamma,t10,t50,peak_infected,auc,final_size,duration
WS,degree,0.01,97,1000,0.15,0.05,8,18.0,599,19297.5,0.989,170
WS,degree,0.01,98,1000,0.15,0.05,12,22.0,623,19672.5,0.99,163
WS,degree,0.01,99,1000,0.15,0.05,10,20.0,586,18880.5,0.989,143
WS,degree,0.05,0,1000,0.15,0.05,10,24.0,513,19150.5,0.949,135
WS,degree,0.05,1,1000,0.15,0.05,10,24.0,540,19161.5,0.945,182
WS,degree,0.05,2,1000,0.15,0.05,8,19.0,550,18290.5,0.942,150
WS,degree,0.05,3,1000,0.15,0.05,10,21.0,550,18957.5,0.946,138
WS,degree,0.05,4,1000,0.15,0.05,10,20.0,580,19434.5,0.95,138
WS,degree,0.05,5,1000,0.15,0.05,9,21.0,562,19127.5,0.95,148
WS,degree,0.05,6,1000,0.15,0.05,10,21.0,555,18571.5,0.946,140
WS,degree,0.05,7,1000,0.15,0.05,8,22.0,548,18935.5,0.947,138
WS,degree,0.05,8,1000,0.15,0.05,10,25.0,557,19180.5,0.947,155
WS,degree,0.05,9,1000,0.15,0.05,10,25.0,537,20053.5,0.949,176
WS,degree,0.05,10,1000,0.15,0.05,10,26.0,522,17369.5,0.95,169
WS,degree,0.05,11,1000,0.15,0.05,10,21.0,595,20048.5,0.937,173
WS,degree,0.05,12,1000,0.15,0.05,11,24.0,556,18408.5,0.95,160
WS,degree,0.05,13,1000,0.15,0.05,11,26.0,527,19237.5,0.948,151
WS,degree,0.05,14,1000,0.15,0.05,8,24.0,523,19118.5,0.947,141
WS,degree,0.05,15,1000,0.15,0.05,11,26.0,506,19669.5,0.95,154
WS,degree,0.05,16,1000,0.15,0.05,8,19.0,586,19256.5,0.95,123
WS,degree,0.05,17,1000,0.15,0.05,9,23.0,530,18461.5,0.95,152
WS,degree,0.05,18,1000,0.15,0.05,11,27.0,512,19146.5,0.95,187
WS,degree,0.05,19,1000,0.15,0.05,9,21.0,551,20165.5,0.946,187
WS,degree,0.05,20,1000,0.15,0.05,10,21.0,567,19113.5,0.95,163
WS,degree,0.05,21,1000,0.15,0.05,10,25.0,538,18294.5,0.949,141
WS,degree,0.05,22,1000,0.15,0.05,10,22.0,554,19269.5,0.945,241
WS,degree,0.05,23,1000,0.15,0.05,10,24.0,539,18491.5,0.949,166
WS,degree,0.05,24,1000,0.15,0.05,8,20.0,558,19200.5,0.947,167
WS,degree,0.05,25,1000,0.15,0.05,11,22.0,590,17147.5,0.948,162
WS,degree,0.05,26,1000,0.15,0.05,10,22.0,572,20124.5,0.949,200
WS,degree,0.05,27,1000,0.15,0.05,7,17.0,538,18334.5,0.95,162
WS,degree,0.05,28,1000,0.15,0.05,9,24.0,516,19186.5,0.95,180
WS,degree,0.05,29,1000,0.15,0.05,10,20.0,560,18822.5,0.95,172
WS,degree,0.05,30,1000,0.15,0.05,9,23.0,549,17387.5,0.933,130
WS,degree,0.05,31,1000,0.15,0.05,11,23.0,560,19312.5,0.949,153
WS,degree,0.05,32,1000,0.15,0.05,9,23.0,528,17826.5,0.95,145
WS,degree,0.05,33,1000,0.15,0.05,10,22.0,564,18701.5,0.947,151
WS,degree,0.05,34,1000,0.15,0.05,9,21.0,551,18816.5,0.95,147
WS,degree,0.05,35,1000,0.15,0.05,9,20.0,594,19039.5,0.943,172
WS,degree,0.05,36,1000,0.15,0.05,10,23.0,565,19731.5,0.945,169
WS,degree,0.05,37,1000,0.15,0.05,10,23.0,523,19107.5,0.95,166
WS,degree,0.05,38,1000,0.15,0.05,9,21.0,571,18824.5,0.949,185
WS,degree,0.05,39,1000,0.15,0.05,11,22.0,549,18697.5,0.948,139
WS,degree,0.05,40,1000,0.15,0.05,10,22.0,558,19622.5,0.948,139
WS,degree,0.05,41,1000,0.15,0.05,12,,492,18615.5,0.949,149
WS,degree,0.05,42,1000,0.15,0.05,11,21.0,578,18501.5,0.94,164
WS,degree,0.05,43,1000,0.15,0.05,12,26.0,564,19932.5,0.946,183
WS,degree,0.05,44,1000,0.15,0.05,10,21.0,608,19918.5,0.95,145
WS,degree,0.05,45,1000,0.15,0.05,11,26.0,545,19276.5,0.95,198
WS,degree,0.05,46,1000,0.15,0.05,9,20.0,555,19331.5,0.95,163
WS,degree,0.05,47,1000,0.15,0.05,11,28.0,528,18324.5,0.947,126
WS,degree,0.05,48,1000,0.15,0.05,10,29.0,501,18420.5,0.936,161
WS,degree,0.05,49,1000,0.15,0.05,11,23.0,556,19994.5,0.95,164
WS,degree,0.05,50,1000,0.15,0.05,9,20.0,558,20120.5,0.95,153
WS,degree,0.05,51,1000,0.15,0.05,10,23.0,537,18412.5,0.935,158
WS,degree,0.05,52,1000,0.15,0.05,11,22.0,566,18985.5,0.949,203
WS,degree,0.05,53,1000,0.15,0.05,9,21.0,554,19256.5,0.95,178
WS,degree,0.05,54,1000,0.15,0.05,11,27.0,537,18750.5,0.95,166
WS,degree,0.05,55,1000,0.15,0.05,10,22.0,543,19340.5,0.95,170
WS,degree,0.05,56,1000,0.15,0.05,9,20.0,567,19661.5,0.95,168
WS,degree,0.05,57,1000,0.15,0.05,9,22.0,530,19526.5,0.944,188
WS,degree,0.05,58,1000,0.15,0.05,10,22.0,556,19541.5,0.95,216
WS,degree,0.05,59,1000,0.15,0.05,10,26.0,519,18481.5,0.949,156
WS,degree,0.05,60,1000,0.15,0.05,9,20.0,544,18703.5,0.945,155
WS,degree,0.05,61,1000,0.15,0.05,12,25.0,549,18587.5,0.936,181
WS,degree,0.05,62,1000,0.15,0.05,8,20.0,563,19191.5,0.947,126
WS,degree,0.05,63,1000,0.15,0.05,11,22.0,555,18831.5,0.948,170
WS,degree,0.05,64,1000,0.15,0.05,11,26.0,550,20059.5,0.945,142
WS,degree,0.05,65,1000,0.15,0.05,9,22.0,535,19245.5,0.949,173
WS,degree,0.05,66,1000,0.15,0.05,9,20.0,546,18517.5,0.948,192
WS,degree,0.05,67,1000,0.15,0.05,7,18.0,574,18895.5,0.95,171
WS,degree,0.05,68,1000,0.15,0.05,12,24.0,538,19236.5,0.949,191
WS,degree,0.05,69,1000,0.15,0.05,10,24.0,549,18762.5,0.95,214
WS,degree,0.05,70,1000,0.15,0.05,9,23.0,517,19094.5,0.949,130
WS,degree,0.05,71,1000,0.15,0.05,10,25.0,544,19455.5,0.95,201
WS,degree,0.05,72,1000,0.15,0.05,10,22.0,565,19649.5,0.95,156
WS,degree,0.05,73,1000,0.15,0.05,11,24.0,554,19066.5,0.945,162
WS,degree,0.05,74,1000,0.15,0.05,11,26.0,537,18543.5,0.947,138
WS,degree,0.05,75,1000,0.15,0.05,9,23.0,523,19656.5,0.949,162
WS,degree,0.05,76,1000,0.15,0.05,8,21.0,550,18808.5,0.943,154
WS,degree,0.05,77,1000,0.15,0.05,10,22.0,524,19333.5,0.949,156
WS,degree,0.05,78,1000,0.15,0.05,8,23.0,540,19569.5,0.948,159
WS,degree,0.05,79,1000,0.15,0.05,10,23.0,546,19327.5,0.949,178
WS,degree,0.05,80,1000,0.15,0.05,13,23.0,582,19745.5,0.943,175
WS,degree,0.05,81,1000,0.15,0.05,8,22.0,529,18353.5,0.944,152
WS,degree,0.05,82,1000,0.15,0.05,9,19.0,598,19889.5,0.95,126
WS,degree,0.05,83,1000,0.15,0.05,10,24.0,530,18083.5,0.95,147
WS,degree,0.05,84,1000,0.15,0.05,8,21.0,550,17705.5,0.948,162
WS,degree,0.05,85,1000,0.15,0.05,12,26.0,561,17996.5,0.926,197
WS,degree,0.05,86,1000,0.15,0.05,11,,483,17294.5,0.948,111
WS,degree,0.05,87,1000,0.15,0.05,11,26.0,518,17982.5,0.918,183
WS,degree,0.05,88,1000,0.15,0.05,9,,499,18073.5,0.943,152
WS,degree,0.05,89,1000,0.15,0.05,7,19.0,569,18272.5,0.95,151
WS,degree,0.05,90,1000,0.15,0.05,8,20.0,539,18747.5,0.95,148
WS,degree,0.05,91,1000,0.15,0.05,11,22.0,566,18900.5,0.95,147
WS,degree,0.05,92,1000,0.15,0.05,11,23.0,537,19429.5,0.946,148
WS,degree,0.05,93,1000,0.15,0.05,8,23.0,528,18482.5,0.946,246
WS,degree,0.05,94,1000,0.15,0.05,11,25.0,550,19464.5,0.949,176
WS,degree,0.05,95,1000,0.15,0.05,10,21.0,571,18078.5,0.949,141
WS,degree,0.05,96,1000,0.15,0.05,12,,471,18489.5,0.941,171
WS,degree,0.05,97,1000,0.15,0.05,12,24.0,538,18387.5,0.95,164
WS,degree,0.05,98,1000,0.15,0.05,8,20.0,554,18241.5,0.949,155
WS,degree,0.05,99,1000,0.15,0.05,10,23.0,534,18298.5,0.95,131
WS,degree,0.1,0,1000,0.15,0.05,9,,476,17756.5,0.882,161
WS,degree,0.1,1,1000,0.15,0.05,12,,484,18895.5,0.891,158
WS,degree,0.1,2,1000,0.15,0.05,11,,468,17360.5,0.89,158
WS,degree,0.1,3,1000,0.15,0.05,10,,471,17519.5,0.875,170
WS,degree,0.1,4,1000,0.15,0.05,12,,422,17177.5,0.863,157
WS,degree,0.1,5,1000,0.15,0.05,11,,410,17703.5,0.892,193
WS,degree,0.1,6,1000,0.15,0.05,14,,455,16930.5,0.881,168
WS,degree,0.1,7,1000,0.15,0.05,11,,456,17330.5,0.867,131
WS,degree,0.1,8,1000,0.15,0.05,10,,447,17664.5,0.887,193
WS,degree,0.1,9,1000,0.15,0.05,12,,454,18467.5,0.876,162
WS,degree,0.1,10,1000,0.15,0.05,11,,434,17878.5,0.894,174
WS,degree,0.1,11,1000,0.15,0.05,14,,352,15419.5,0.84,161
WS,degree,0.1,12,1000,0.15,0.05,14,,402,15640.5,0.829,157
WS,degree,0.1,13,1000,0.15,0.05,11,,428,17303.5,0.882,217
WS,degree,0.1,14,1000,0.15,0.05,9,,480,18515.5,0.859,170
WS,degree,0.1,15,1000,0.15,0.05,11,,406,18192.5,0.88,196
WS,degree,0.1,16,1000,0.15,0.05,11,,479,18492.5,0.894,168
WS,degree,0.1,17,1000,0.15,0.05,9,,461,17271.5,0.881,125
WS,degree,0.1,18,1000,0.15,0.05,11,,420,18439.5,0.899,211
WS,degree,0.1,19,1000,0.15,0.05,12,,465,19646.5,0.886,186
WS,degree,0.1,20,1000,0.15,0.05,9,25.0,501,17780.5,0.895,144
WS,degree,0.1,21,1000,0.15,0.05,11,,450,17755.5,0.889,178
WS,degree,0.1,22,1000,0.15,0.05,12,,436,18253.5,0.892,147
WS,degree,0.1,23,1000,0.15,0.05,12,,430,17507.5,0.892,190
WS,degree,0.1,24,1000,0.15,0.05,10,,436,17914.5,0.894,173
WS,degree,0.1,25,1000,0.15,0.05,11,,449,15982.5,0.881,136
WS,degree,0.1,26,1000,0.15,0.05,14,,449,17561.5,0.867,140
WS,degree,0.1,27,1000,0.15,0.05,10,,433,16471.5,0.873,156
WS,degree,0.1,28,1000,0.15,0.05,11,,414,17585.5,0.89,177
WS,degree,0.1,29,1000,0.15,0.05,10,,444,17696.5,0.892,160
WS,degree,0.1,30,1000,0.15,0.05,12,,444,15955.5,0.864,206
WS,degree,0.1,31,1000,0.15,0.05,13,,468,18049.5,0.897,196
WS,degree,0.1,32,1000,0.15,0.05,12,,436,16675.5,0.899,134
WS,degree,0.1,33,1000,0.15,0.05,14,,453,18119.5,0.897,156
WS,degree,0.1,34,1000,0.15,0.05,11,,443,16901.5,0.89,179
WS,degree,0.1,35,1000,0.15,0.05,13,,431,17769.5,0.891,159
WS,degree,0.1,36,1000,0.15,0.05,13,,446,18184.5,0.894,216
WS,degree,0.1,37,1000,0.15,0.05,12,,444,17165.5,0.844,175
WS,degree,0.1,38,1000,0.15,0.05,9,,450,17364.5,0.898,162
WS,degree,0.1,39,1000,0.15,0.05,12,,465,17048.5,0.882,159
WS,degree,0.1,40,1000,0.15,0.05,8,,443,17787.5,0.9,134
WS,degree,0.1,41,1000,0.15,0.05,14,,452,17850.5,0.884,144
WS,degree,0.1,42,1000,0.15,0.05,10,,480,17918.5,0.891,220
WS,degree,0.1,43,1000,0.15,0.05,12,,465,18083.5,0.894,204
WS,degree,0.1,44,1000,0.15,0.05,12,,423,17714.5,0.878,164
WS,degree,0.1,45,1000,0.15,0.05,15,,412,17391.5,0.882,173
WS,degree,0.1,46,1000,0.15,0.05,11,,441,17756.5,0.88,208
WS,degree,0.1,47,1000,0.15,0.05,18,,395,17270.5,0.89,192
WS,degree,0.1,48,1000,0.15,0.05,13,,450,17840.5,0.869,153
WS,degree,0.1,49,1000,0.15,0.05,14,,482,17950.5,0.892,163
WS,degree,0.1,50,1000,0.15,0.05,9,,450,17851.5,0.869,140
WS,degree,0.1,51,1000,0.15,0.05,13,,436,16311.5,0.846,168
WS,degree,0.1,52,1000,0.15,0.05,15,,435,17510.5,0.898,138
WS,degree,0.1,53,1000,0.15,0.05,11,,429,18139.5,0.884,207
WS,degree,0.1,54,1000,0.15,0.05,10,,426,17448.5,0.882,204
WS,degree,0.1,55,1000,0.15,0.05,13,,425,17766.5,0.893,183
WS,degree,0.1,56,1000,0.15,0.05,8,,464,18667.5,0.891,209
WS,degree,0.1,57,1000,0.15,0.05,15,,440,17759.5,0.852,153
WS,degree,0.1,58,1000,0.15,0.05,13,,461,18066.5,0.898,177
WS,degree,0.1,59,1000,0.15,0.05,10,,484,17966.5,0.89,145
WS,degree,0.1,60,1000,0.15,0.05,15,,455,18234.5,0.897,171
WS,degree,0.1,61,1000,0.15,0.05,17,,468,17903.5,0.892,173
WS,degree,0.1,62,1000,0.15,0.05,10,,447,17488.5,0.889,167
WS,degree,0.1,63,1000,0.15,0.05,10,,470,17758.5,0.887,211
WS,degree,0.1,64,1000,0.15,0.05,18,,410,17503.5,0.881,193
WS,degree,0.1,65,1000,0.15,0.05,9,,451,18057.5,0.896,163
WS,degree,0.1,66,1000,0.15,0.05,10,,433,17277.5,0.87,186
WS,degree,0.1,67,1000,0.15,0.05,11,,434,17041.5,0.896,152
WS,degree,0.1,68,1000,0.15,0.05,13,,496,17508.5,0.855,172
WS,degree,0.1,69,1000,0.15,0.05,8,,425,16908.5,0.847,204
WS,degree,0.1,70,1000,0.15,0.05,15,,413,17602.5,0.895,163
WS,degree,0.1,71,1000,0.15,0.05,18,,422,18347.5,0.889,228
WS,degree,0.1,72,1000,0.15,0.05,10,,410,18069.5,0.892,153
WS,degree,0.1,73,1000,0.15,0.05,14,,494,18709.5,0.898,194
WS,degree,0.1,74,1000,0.15,0.05,9,,434,17084.5,0.853,154
WS,degree,0.1,75,1000,0.15,0.05,12,,455,18727.5,0.893,167
WS,degree,0.1,76,1000,0.15,0.05,10,,480,17608.5,0.894,143
WS,degree,0.1,77,1000,0.15,0.05,13,,391,17723.5,0.883,163
WS,degree,0.1,78,1000,0.15,0.05,9,26.0,508,18471.5,0.88,159
WS,degree,0.1,79,1000,0.15,0.05,10,,421,17834.5,0.898,148
WS,degree,0.1,80,1000,0.15,0.05,12,,445,17272.5,0.872,194
WS,degree,0.1,81,1000,0.15,0.05,13,,455,17139.5,0.898,141
WS,degree,0.1,82,1000,0.15,0.05,17,31.0,503,17177.5,0.898,143
WS,degree,0.1,83,1000,0.15,0.05,10,,436,16947.5,0.875,143
WS,degree,0.1,84,1000,0.15,0.05,15,,443,17571.5,0.888,167
WS,degree,0.1,85,1000,0.15,0.05,11,,426,17861.5,0.884,177
WS,degree,0.1,86,1000,0.15,0.05,11,,441,16953.5,0.893,185
WS,degree,0.1,87,1000,0.15,0.05,12,,431,17005.5,0.896,231
WS,degree,0.1,88,1000,0.15,0.05,12,,463,17650.5,0.895,138
WS,degree,0.1,89,1000,0.15,0.05,9,26.0,508,17129.5,0.892,142
WS,degree,0.1,90,1000,0.15,0.05,12,,416,17187.5,0.874,191
WS,degree,0.1,91,1000,0.15,0.05,12,,406,16893.5,0.871,185
WS,degree,0.1,92,1000,0.15,0.05,11,,434,18379.5,0.893,182
WS,degree,0.1,93,1000,0.15,0.05,11,,490,18335.5,0.895,148
WS,degree,0.1,94,1000,0.15,0.05,12,,459,17710.5,0.898,164
WS,degree,0.1,95,1000,0.15,0.05,11,29.0,500,18448.5,0.884,181
WS,degree,0.1,96,1000,0.15,0.05,11,,480,17401.5,0.886,166
WS,degree,0.1,97,1000,0.15,0.05,13,,454,17986.5,0.885,150
WS,degree,0.1,98,1000,0.15,0.05,11,,419,17247.5,0.895,187
WS,degree,0.1,99,1000,0.15,0.05,11,,415,16588.5,0.836,176
WS,betweenness,0.01,0,1000,0.15,0.05,9,19.0,603,19890.5,0.988,173
WS,betweenness,0.01,1,1000,0.15,0.05,9,20.0,610,19835.5,0.99,166
WS,betweenness,0.01,2,1000,0.15,0.05,7,17.0,601,19185.5,0.99,167
WS,betweenness,0.01,3,1000,0.15,0.05,10,20.0,581,19178.5,0.99,138
WS,betweenness,0.01,4,1000,0.15,0.05,9,19.0,633,19732.5,0.988,143
WS,betweenness,0.01,5,1000,0.15,0.05,10,20.0,626,19460.5,0.99,130
WS,betweenness,0.01,6,1000,0.15,0.05,9,17.0,627,19507.5,0.99,169
WS,betweenness,0.01,7,1000,0.15,0.05,10,20.0,601,19378.5,0.99,140
WS,betweenness,0.01,8,1000,0.15,0.05,8,18.0,631,19819.5,0.99,148
WS,betweenness,0.01,9,1000,0.15,0.05,9,19.0,646,20611.5,0.99,150
WS,betweenness,0.01,10,1000,0.15,0.05,9,19.0,624,18544.5,0.989,141
WS,betweenness,0.01,11,1000,0.15,0.05,9,20.0,626,20794.5,0.99,215
WS,betweenness,0.01,12,1000,0.15,0.05,10,20.0,645,19260.5,0.99,153
WS,betweenness,0.01,13,1000,0.15,0.05,11,19.0,620,19472.5,0.99,192
WS,betweenness,0.01,14,1000,0.15,0.05,8,18.0,644,20040.5,0.99,164
WS,betweenness,0.01,15,1000,0.15,0.05,9,20.0,597,20588.5,0.99,155
WS,betweenness,0.01,16,1000,0.15,0.05,10,19.0,632,20178.5,0.99,161
WS,betweenness,0.01,17,1000,0.15,0.05,8,17.0,605,18761.5,0.99,139
WS,betweenness,0.01,18,1000,0.15,0.05,8,18.0,592,18900.5,0.989,126
WS,betweenness,0.01,19,1000,0.15,0.05,11,21.0,619,21416.5,0.99,156
WS,betweenness,0.01,20,1000,0.15,0.05,8,16.0,665,19474.5,0.99,187
WS,betweenness,0.01,21,1000,0.15,0.05,7,16.0,646,20237.5,0.99,147
WS,betweenness,0.01,22,1000,0.15,0.05,11,21.0,609,19794.5,0.99,148
WS,betweenness,0.01,23,1000,0.15,0.05,9,18.0,613,19835.5,0.99,178
WS,betweenness,0.01,24,1000,0.15,0.05,8,17.0,586,20503.5,0.99,181
WS,betweenness,0.01,25,1000,0.15,0.05,8,20.0,605,18308.5,0.989,177
WS,betweenness,0.01,26,1000,0.15,0.05,11,21.0,597,18551.5,0.99,143
WS,betweenness,0.01,27,1000,0.15,0.05,9,20.0,638,19388.5,0.989,154
WS,betweenness,0.01,28,1000,0.15,0.05,8,17.0,630,19568.5,0.99,188
WS,betweenness,0.01,29,1000,0.15,0.05,9,16.0,613,20088.5,0.99,181
WS,betweenness,0.01,30,1000,0.15,0.05,9,20.0,585,18790.5,0.99,193
WS,betweenness,0.01,31,1000,0.15,0.05,9,18.0,608,20020.5,0.99,140
WS,betweenness,0.01,32,1000,0.15,0.05,8,16.0,619,19621.5,0.99,207
WS,betweenness,0.01,33,1000,0.15,0.05,9,21.0,602,19497.5,0.99,150
WS,betweenness,0.01,34,1000,0.15,0.05,9,21.0,583,19314.5,0.99,163
WS,betweenness,0.01,35,1000,0.15,0.05,11,19.0,633,20354.5,0.99,175
WS,betweenness,0.01,36,1000,0.15,0.05,10,19.0,629,20396.5,0.99,153
WS,betweenness,0.01,37,1000,0.15,0.05,8,18.0,609,20240.5,0.989,145
WS,betweenness,0.01,38,1000,0.15,0.05,8,16.0,647,19749.5,0.989,154
WS,betweenness,0.01,39,1000,0.15,0.05,11,21.0,646,19389.5,0.99,145
WS,betweenness,0.01,40,1000,0.15,0.05,11,19.0,623,20238.5,0.99,166
WS,betweenness,0.01,41,1000,0.15,0.05,10,21.0,602,19146.5,0.989,140
WS,betweenness,0.01,42,1000,0.15,0.05,10,18.0,657,19709.5,0.99,145
WS,betweenness,0.01,43,1000,0.15,0.05,10,18.0,641,20824.5,0.989,170
WS,betweenness,0.01,44,1000,0.15,0.05,9,18.0,682,20569.5,0.99,144
WS,betweenness,0.01,45,1000,0.15,0.05,11,20.0,621,19901.5,0.989,151
WS,betweenness,0.01,46,1000,0.15,0.05,8,17.0,640,20866.5,0.989,178
WS,betweenness,0.01,47,1000,0.15,0.05,9,21.0,577,18856.5,0.99,183
WS,betweenness,0.01,48,1000,0.15,0.05,8,17.0,627,20186.5,0.989,161
WS,betweenness,0.01,49,1000,0.15,0.05,8,20.0,629,19018.5,0.989,147
WS,betweenness,0.01,50,1000,0.15,0.05,10,19.0,644,21275.5,0.99,161
WS,betweenness,0.01,51,1000,0.15,0.05,10,19.0,614,19047.5,0.988,225
WS,betweenness,0.01,52,1000,0.15,0.05,9,19.0,633,19753.5,0.99,131
WS,betweenness,0.01,53,1000,0.15,0.05,8,19.0,596,20184.5,0.99,214
WS,betweenness,0.01,54,1000,0.15,0.05,8,18.0,610,20129.5,0.99,169
WS,betweenness,0.01,55,1000,0.15,0.05,10,22.0,610,20344.5,0.989,190
WS,betweenness,0.01,56,1000,0.15,0.05,9,18.0,643,20394.5,0.99,184
WS,betweenness,0.01,57,1000,0.15,0.05,8,17.0,625,20399.5,0.99,177
WS,betweenness,0.01,58,1000,0.15,0.05,9,18.0,622,19933.5,0.99,175
WS,betweenness,0.01,59,1000,0.15,0.05,9,19.0,617,20255.5,0.99,197
WS,betweenness,0.01,60,1000,0.15,0.05,10,19.0,638,19254.5,0.989,178
WS,betweenness,0.01,61,1000,0.15,0.05,9,21.0,597,19413.5,0.989,160
WS,betweenness,0.01,62,1000,0.15,0.05,12,22.0,612,19309.5,0.99,188
WS,betweenness,0.01,63,1000,0.15,0.05,9,18.0,645,19884.5,0.989,148
WS,betweenness,0.01,64,1000,0.15,0.05,11,22.0,598,20255.5,0.99,162
WS,betweenness,0.01,65,1000,0.15,0.05,7,16.0,610,20274.5,0.99,139
WS,betweenness,0.01,66,1000,0.15,0.05,9,19.0,629,19532.5,0.99,201
WS,betweenness,0.01,67,1000,0.15,0.05,10,22.0,585,19266.5,0.987,177
WS,betweenness,0.01,68,1000,0.15,0.05,9,19.0,618,20346.5,0.989,208
WS,betweenness,0.01,69,1000,0.15,0.05,10,21.0,628,19609.5,0.99,137
WS,betweenness,0.01,70,1000,0.15,0.05,8,18.0,585,19033.5,0.99,127
WS,betweenness,0.01,71,1000,0.15,0.05,10,19.0,650,20155.5,0.99,141
WS,betweenness,0.01,72,1000,0.15,0.05,8,19.0,580,19662.5,0.99,146
WS,betweenness,0.01,73,1000,0.15,0.05,11,21.0,638,20146.5,0.99,194
WS,betweenness,0.01,74,1000,0.15,0.05,10,20.0,603,19287.5,0.99,167
WS,betweenness,0.01,75,1000,0.15,0.05,8,18.0,636,20418.5,0.99,165
WS,betweenness,0.01,76,1000,0.15,0.05,8,18.0,613,19686.5,0.989,199
WS,betweenness,0.01,77,1000,0.15,0.05,9,19.0,590,20603.5,0.99,215
WS,betweenness,0.01,78,1000,0.15,0.05,8,18.0,631,20342.5,0.989,190
WS,betweenness,0.01,79,1000,0.15,0.05,9,18.0,623,19761.5,0.989,150
WS,betweenness,0.01,80,1000,0.15,0.05,9,18.0,618,19963.5,0.989,160
WS,betweenness,0.01,81,1000,0.15,0.05,9,18.0,623,20082.5,0.989,184
WS,betweenness,0.01,82,1000,0.15,0.05,10,19.0,649,19583.5,0.99,145
WS,betweenness,0.01,83,1000,0.15,0.05,8,17.0,600,19156.5,0.99,189
WS,betweenness,0.01,84,1000,0.15,0.05,8,18.0,608,18616.5,0.989,188
WS,betweenness,0.01,85,1000,0.15,0.05,8,18.0,618,19897.5,0.99,243
WS,betweenness,0.01,86,1000,0.15,0.05,9,20.0,612,19431.5,0.99,158
WS,betweenness,0.01,87,1000,0.15,0.05,10,19.0,636,19693.5,0.99,178
WS,betweenness,0.01,88,1000,0.15,0.05,8,17.0,639,19517.5,0.988,149
WS,betweenness,0.01,89,1000,0.15,0.05,9,18.0,625,20291.5,0.99,150
WS,betweenness,0.01,90,1000,0.15,0.05,10,20.0,587,19564.5,0.99,187
WS,betweenness,0.01,91,1000,0.15,0.05,9,19.0,613,19755.5,0.99,137
WS,betweenness,0.01,92,1000,0.15,0.05,9,19.0,609,20600.5,0.99,180
WS,betweenness,0.01,93,1000,0.15,0.05,9,19.0,608,19380.5,0.99,150
WS,betweenness,0.01,94,1000,0.15,0.05,12,24.0,618,19887.5,0.99,137
WS,betweenness,0.01,95,1000,0.15,0.05,10,20.0,652,19754.5,0.99,170
WS,betweenness,0.01,96,1000,0.15,0.05,9,19.0,625,19936.5,0.989,142
WS,betweenness,0.01,97,1000,0.15,0.05,10,20.0,620,19530.5,0.989,157
WS,betweenness,0.01,98,1000,0.15,0.05,10,22.0,576,19206.5,0.989,155
WS,betweenness,0.01,99,1000,0.15,0.05,11,21.0,593,19332.5,0.99,169
WS,betweenness,0.05,0,1000,0.15,0.05,8,21.0,542,18961.5,0.95,177
WS,betweenness,0.05,1,1000,0.15,0.05,10,22.0,584,19586.5,0.949,169
WS,betweenness,0.05,2,1000,0.15,0.05,9,22.0,540,18501.5,0.949,156
WS,betweenness,0.05,3,1000,0.15,0.05,10,25.0,536,18825.5,0.949,271
WS,betweenness,0.05,4,1000,0.15,0.05,11,27.0,550,18758.5,0.945,160
WS,betweenness,0.05,5,1000,0.15,0.05,10,23.0,546,18798.5,0.947,159
WS,betweenness,0.05,6,1000,0.15,0.05,11,24.0,551,18534.5,0.947,195
WS,betweenness,0.05,7,1000,0.15,0.05,9,21.0,570,18970.5,0.947,161
WS,betweenness,0.05,8,1000,0.15,0.05,9,23.0,542,19221.5,0.949,174
WS,betweenness,0.05,9,1000,0.15,0.05,9,20.0,588,19971.5,0.95,231
WS,betweenness,0.05,10,1000,0.15,0.05,12,25.0,545,18044.5,0.948,169
WS,betweenness,0.05,11,1000,0.15,0.05,11,26.0,539,19703.5,0.947,169
WS,betweenness,0.05,12,1000,0.15,0.05,14,27.0,559,18352.5,0.95,162
WS,betweenness,0.05,13,1000,0.15,0.05,10,23.0,558,19107.5,0.949,171
WS,betweenness,0.05,14,1000,0.15,0.05,9,21.0,557,18711.5,0.949,160
WS,betweenness,0.05,15,1000,0.15,0.05,10,23.0,529,19935.5,0.95,197
WS,betweenness,0.05,16,1000,0.15,0.05,12,26.0,563,19446.5,0.946,128
WS,betweenness,0.05,17,1000,0.15,0.05,9,22.0,539,18186.5,0.947,139
WS,betweenness,0.05,18,1000,0.15,0.05,9,23.0,569,20158.5,0.95,179
WS,betweenness,0.05,19,1000,0.15,0.05,11,,499,20606.5,0.947,177
WS,betweenness,0.05,20,1000,0.15,0.05,9,19.0,592,18749.5,0.95,176
WS,betweenness,0.05,21,1000,0.15,0.05,10,26.0,577,18970.5,0.95,154
WS,betweenness,0.05,22,1000,0.15,0.05,11,23.0,547,19075.5,0.95,174
WS,betweenness,0.05,23,1000,0.15,0.05,10,23.0,557,18883.5,0.95,139
WS,betweenness,0.05,24,1000,0.15,0.05,9,20.0,564,19301.5,0.949,205
WS,betweenness,0.05,25,1000,0.15,0.05,8,21.0,535,17052.5,0.948,150
WS,betweenness,0.05,26,1000,0.15,0.05,14,26.0,556,19449.5,0.948,175
WS,betweenness,0.05,27,1000,0.15,0.05,8,20.0,549,18338.5,0.95,182
WS,betweenness,0.05,28,1000,0.15,0.05,11,25.0,527,18759.5,0.945,172
WS,betweenness,0.05,29,1000,0.15,0.05,11,26.0,528,18909.5,0.95,252
