topology,strategy,fraction,trial,n,beta,gamma,t10,t50,peak_infected,auc,final_size,duration
BA,random,0.05,53,1000,0.15,0.05,5,9.0,694,18520.5,0.942,162
BA,random,0.05,54,1000,0.15,0.05,5,9.0,706,19047.5,0.946,155
BA,random,0.05,55,1000,0.15,0.05,6,10.0,702,19063.5,0.938,166
BA,random,0.05,56,1000,0.15,0.05,5,9.0,698,19600.5,0.945,137
BA,random,0.05,57,1000,0.15,0.05,6,9.0,657,18218.5,0.934,135
BA,random,0.05,58,1000,0.15,0.05,4,7.0,711,18203.5,0.946,144
BA,random,0.05,59,1000,0.15,0.05,4,7.0,689,18490.5,0.944,157
BA,random,0.05,60,1000,0.15,0.05,4,7.0,684,18899.5,0.946,120
BA,random,0.05,61,1000,0.15,0.05,6,10.0,666,18476.5,0.938,170
BA,random,0.05,62,1000,0.15,0.05,4,7.0,694,18991.5,0.942,161
BA,random,0.05,63,1000,0.15,0.05,4,8.0,696,18865.5,0.944,169
BA,random,0.05,64,1000,0.15,0.05,4,8.0,662,19387.5,0.946,157
BA,random,0.05,65,1000,0.15,0.05,4,8.0,703,18164.5,0.943,143
BA,random,0.05,66,1000,0.15,0.05,4,8.0,706,18768.5,0.943,134
BA,random,0.05,67,1000,0.15,0.05,5,9.0,689,18872.5,0.939,145
BA,random,0.05,68,1000,0.15,0.05,5,8.0,670,18687.5,0.943,134
BA,random,0.05,69,1000,0.15,0.05,6,10.0,673,18374.5,0.938,164
BA,random,0.05,70,1000,0.15,0.05,6,9.0,677,18707.5,0.941,157
BA,random,0.05,71,1000,0.15,0.05,4,7.0,697,19374.5,0.943,127
BA,random,0.05,72,1000,0.15,0.05,5,9.0,679,19106.5,0.943,138
BA,random,0.05,73,1000,0.15,0.05,5,9.0,689,19560.5,0.941,130
BA,random,0.05,74,1000,0.15,0.05,4,8.0,727,18629.5,0.947,146
BA,random,0.05,75,1000,0.15,0.05,5,8.0,677,19207.5,0.936,152
BA,random,0.05,76,1000,0.15,0.05,5,8.0,690,18739.5,0.947,128
BA,random,0.05,77,1000,0.15,0.05,5,9.0,654,19053.5,0.939,125
BA,random,0.05,78,1000,0.15,0.05,4,8.0,682,19387.5,0.944,206
BA,random,0.05,79,1000,0.15,0.05,4,8.0,691,18637.5,0.944,159
BA,random,0.05,80,1000,0.15,0.05,5,8.0,665,18561.5,0.936,168
BA,random,0.05,81,1000,0.15,0.05,6,9.0,705,18766.5,0.941,200
BA,random,0.05,82,1000,0.15,0.05,4,7.0,711,18519.5,0.946,134
BA,random,0.05,83,1000,0.15,0.05,4,8.0,677,18635.5,0.944,156
BA,random,0.05,84,1000,0.15,0.05,5,8.0,675,18024.5,0.94,232
BA,random,0.05,85,1000,0.15,0.05,4,7.0,676,18182.5,0.946,135
BA,random,0.05,86,1000,0.15,0.05,4,8.0,684,18603.5,0.94,153
BA,random,0.05,87,1000,0.15,0.05,4,8.0,695,18722.5,0.941,140
BA,random,0.05,88,1000,0.15,0.05,4,8.0,711,19508.5,0.949,180
BA,random,0.05,89,1000,0.15,0.05,6,10.0,653,18804.5,0.933,143
BA,random,0.05,90,1000,0.15,0.05,4,8.0,687,18927.5,0.948,155
BA,random,0.05,91,1000,0.15,0.05,7,10.0,671,18732.5,0.94,195
BA,random,0.05,92,1000,0.15,0.05,5,9.0,650,19234.5,0.938,159
BA,random,0.05,93,1000,0.15,0.05,4,8.0,666,18426.5,0.943,168
BA,random,0.05,94,1000,0.15,0.05,5,8.0,713,18663.5,0.945,173
BA,random,0.05,95,1000,0.15,0.05,4,7.0,671,19426.5,0.946,159
BA,random,0.05,96,1000,0.15,0.05,4,8.0,644,17817.5,0.939,138
BA,random,0.05,97,1000,0.15,0.05,4,9.0,664,18245.5,0.937,147
BA,random,0.05,98,1000,0.15,0.05,4,8.0,705,19264.5,0.947,130
BA,random,0.05,99,1000,0.15,0.05,5,9.0,684,19604.5,0.94,146
BA,random,0.1,0,1000,0.15,0.05,6,10.0,636,17376.5,0.887,177
BA,random,0.1,1,1000,0.15,0.05,5,9.0,656,18746.5,0.895,169
BA,random,0.1,2,1000,0.15,0.05,5,9.0,638,17139.5,0.888,131
BA,random,0.1,3,1000,0.15,0.05,5,9.0,633,17621.5,0.89,135
BA,random,0.1,4,1000,0.15,0.05,6,10.0,641,18281.5,0.886,138
BA,random,0.1,5,1000,0.15,0.05,6,10.0,637,17423.5,0.886,142
BA,random,0.1,6,1000,0.15,0.05,4,8.0,642,18345.5,0.891,148
BA,random,0.1,7,1000,0.15,0.05,4,8.0,656,18259.5,0.89,187
BA,random,0.1,8,1000,0.15,0.05,4,8.0,614,17492.5,0.888,136
BA,random,0.1,9,1000,0.15,0.05,5,8.0,633,18430.5,0.891,188
BA,random,0.1,10,1000,0.15,0.05,5,9.0,647,16571.5,0.889,159
BA,random,0.1,11,1000,0.15,0.05,5,8.0,617,17100.5,0.888,162
BA,random,0.1,12,1000,0.15,0.05,7,11.0,652,18093.5,0.889,137
BA,random,0.1,13,1000,0.15,0.05,4,8.0,631,17899.5,0.887,144
BA,random,0.1,14,1000,0.15,0.05,5,9.0,631,19061.5,0.887,131
BA,random,0.1,15,1000,0.15,0.05,4,9.0,603,17539.5,0.879,192
BA,random,0.1,16,1000,0.15,0.05,4,8.0,649,18534.5,0.889,156
BA,random,0.1,17,1000,0.15,0.05,6,10.0,605,17012.5,0.888,156
BA,random,0.1,18,1000,0.15,0.05,4,8.0,637,17183.5,0.886,130
BA,random,0.1,19,1000,0.15,0.05,6,10.0,648,19856.5,0.893,186
BA,random,0.1,20,1000,0.15,0.05,6,9.0,650,17402.5,0.887,145
BA,random,0.1,21,1000,0.15,0.05,6,9.0,628,17717.5,0.883,165
BA,random,0.1,22,1000,0.15,0.05,4,8.0,643,17898.5,0.893,170
BA,random,0.1,23,1000,0.15,0.05,5,9.0,613,17183.5,0.883,159
BA,random,0.1,24,1000,0.15,0.05,5,9.0,625,17362.5,0.884,154
BA,random,0.1,25,1000,0.15,0.05,5,9.0,603,16789.5,0.883,149
BA,random,0.1,26,1000,0.15,0.05,5,10.0,631,18125.5,0.889,194
BA,random,0.1,27,1000,0.15,0.05,4,8.0,635,16815.5,0.891,141
BA,random,0.1,28,1000,0.15,0.05,5,9.0,636,17410.5,0.892,135
BA,random,0.1,29,1000,0.15,0.05,4,7.0,632,17377.5,0.895,150
BA,random,0.1,30,1000,0.15,0.05,5,9.0,653,17361.5,0.89,190
BA,random,0.1,31,1000,0.15,0.05,3,7.0,650,17890.5,0.89,141
BA,random,0.1,32,1000,0.15,0.05,6,10.0,653,17748.5,0.89,152
BA,random,0.1,33,1000,0.15,0.05,5,9.0,613,16802.5,0.887,141
BA,random,0.1,34,1000,0.15,0.05,6,10.0,642,17840.5,0.883,139
BA,random,0.1,35,1000,0.15,0.05,4,7.0,631,18028.5,0.893,147
BA,random,0.1,36,1000,0.15,0.05,5,9.0,628,17196.5,0.891,148
BA,random,0.1,37,1000,0.15,0.05,6,10.0,642,18371.5,0.891,124
BA,random,0.1,38,1000,0.15,0.05,7,11.0,631,17506.5,0.889,172
BA,random,0.1,39,1000,0.15,0.05,6,10.0,653,17697.5,0.887,204
BA,random,0.1,40,1000,0.15,0.05,5,9.0,633,17518.5,0.881,153
BA,random,0.1,41,1000,0.15,0.05,4,8.0,637,17566.5,0.877,121
BA,random,0.1,42,1000,0.15,0.05,6,10.0,638,17056.5,0.889,136
BA,random,0.1,43,1000,0.15,0.05,4,8.0,640,17915.5,0.889,168
BA,random,0.1,44,1000,0.15,0.05,5,9.0,634,18384.5,0.888,225
BA,random,0.1,45,1000,0.15,0.05,5,9.0,602,17578.5,0.882,209
BA,random,0.1,46,1000,0.15,0.05,8,11.0,657,18212.5,0.887,144
BA,random,0.1,47,1000,0.15,0.05,6,10.0,635,17372.5,0.886,172
BA,random,0.1,48,1000,0.15,0.05,4,9.0,611,17704.5,0.885,166
BA,random,0.1,49,1000,0.15,0.05,5,9.0,606,17189.5,0.884,146
BA,random,0.1,50,1000,0.15,0.05,5,9.0,648,18481.5,0.891,136
BA,random,0.1,51,1000,0.15,0.05,6,10.0,630,17212.5,0.887,165
BA,random,0.1,52,1000,0.15,0.05,5,9.0,647,17956.5,0.886,153
BA,random,0.1,53,1000,0.15,0.05,5,9.0,664,18029.5,0.89,138
BA,random,0.1,54,1000,0.15,0.05,5,10.0,631,17655.5,0.892,171
BA,random,0.1,55,1000,0.15,0.05,5,9.0,631,17434.5,0.887,207
BA,random,0.1,56,1000,0.15,0.05,5,8.0,640,17581.5,0.891,147
BA,random,0.1,57,1000,0.15,0.05,6,10.0,667,17657.5,0.894,136
BA,random,0.1,58,1000,0.15,0.05,4,8.0,638,17623.5,0.89,219
BA,random,0.1,59,1000,0.15,0.05,4,9.0,638,17865.5,0.89,154
BA,random,0.1,60,1000,0.15,0.05,4,8.0,638,16764.5,0.886,127
BA,random,0.1,61,1000,0.15,0.05,4,8.0,653,17606.5,0.892,127
BA,random,0.1,62,1000,0.15,0.05,5,8.0,663,18485.5,0.893,144
BA,random,0.1,63,1000,0.15,0.05,5,10.0,659,18378.5,0.893,178
BA,random,0.1,64,1000,0.15,0.05,6,10.0,650,18088.5,0.888,179
BA,random,0.1,65,1000,0.15,0.05,6,10.0,599,17527.5,0.882,176
BA,random,0.1,66,1000,0.15,0.05,4,8.0,630,17128.5,0.887,191
BA,random,0.1,67,1000,0.15,0.05,5,9.0,644,18316.5,0.887,148
BA,random,0.1,68,1000,0.15,0.05,5,10.0,638,18193.5,0.88,201
BA,random,0.1,69,1000,0.15,0.05,5,8.0,642,17531.5,0.89,177
BA,random,0.1,70,1000,0.15,0.05,5,9.0,642,17449.5,0.877,140
BA,random,0.1,71,1000,0.15,0.05,4,8.0,627,18143.5,0.89,134
BA,random,0.1,72,1000,0.15,0.05,6,10.0,672,18320.5,0.892,141
BA,random,0.1,73,1000,0.15,0.05,6,9.0,652,18711.5,0.894,165
BA,random,0.1,74,1000,0.15,0.05,5,9.0,655,17623.5,0.891,129
BA,random,0.1,75,1000,0.15,0.05,4,8.0,626,17025.5,0.887,161
BA,random,0.1,76,1000,0.15,0.05,5,8.0,665,18237.5,0.894,141
BA,random,0.1,77,1000,0.15,0.05,5,8.0,658,17787.5,0.887,119
BA,random,0.1,78,1000,0.15,0.05,4,9.0,632,17755.5,0.891,143
BA,random,0.1,79,1000,0.15,0.05,6,10.0,635,17692.5,0.889,154
BA,random,0.1,80,1000,0.15,0.05,4,7.0,632,17878.5,0.889,211
BA,random,0.1,81,1000,0.15,0.05,5,9.0,605,17443.5,0.879,152
BA,random,0.1,82,1000,0.15,0.05,6,10.0,649,18917.5,0.895,175
BA,random,0.1,83,1000,0.15,0.05,6,10.0,619,17147.5,0.887,138
BA,random,0.1,84,1000,0.15,0.05,4,7.0,654,17035.5,0.892,158
BA,random,0.1,85,1000,0.15,0.05,5,9.0,642,17586.5,0.888,163
BA,random,0.1,86,1000,0.15,0.05,6,10.0,616,17052.5,0.886,121
BA,random,0.1,87,1000,0.15,0.05,6,11.0,604,16856.5,0.876,204
BA,random,0.1,88,1000,0.15,0.05,5,8.0,623,17682.5,0.882,190
BA,random,0.1,89,1000,0.15,0.05,5,9.0,595,17539.5,0.882,148
BA,random,0.1,90,1000,0.15,0.05,6,9.0,625,17834.5,0.891,145
BA,random,0.1,91,1000,0.15,0.05,4,8.0,631,17633.5,0.891,144
BA,random,0.1,92,1000,0.15,0.05,5,9.0,640,18841.5,0.888,149
BA,random,0.1,93,1000,0.15,0.05,5,8.0,646,17993.5,0.899,198
BA,random,0.1,94,1000,0.15,0.05,5,10.0,628,18313.5,0.889,112
BA,random,0.1,95,1000,0.15,0.05,5,9.0,655,17169.5,0.889,129
BA,random,0.1,96,1000,0.15,0.05,5,9.0,626,17732.5,0.885,158
BA,random,0.1,97,1000,0.15,0.05,5,9.0,625,17869.5,0.885,202
BA,random,0.1,98,1000,0.15,0.05,4,8.0,650,18258.5,0.895,190
BA,random,0.1,99,1000,0.15,0.05,5,9.0,645,16922.5,0.887,119
BA,degree,0.01,0,1000,0.15,0.05,7,12.0,648,19610.5,0.969,145
BA,degree,0.01,1,1000,0.15,0.05,6,10.0,694,19513.5,0.982,154
BA,degree,0.01,2,1000,0.15,0.05,8,12.0,661,18882.5,0.969,130
BA,degree,0.01,3,1000,0.15,0.05,6,11.0,705,19290.5,0.973,124
BA,degree,0.01,4,1000,0.15,0.05,7,12.0,661,18720.5,0.971,137
BA,degree,0.01,5,1000,0.15,0.05,8,13.0,689,19453.5,0.982,166
BA,degree,0.01,6,1000,0.15,0.05,5,10.0,691,20499.5,0.979,169
BA,degree,0.01,7,1000,0.15,0.05,6,10.0,701,19629.5,0.979,169
BA,degree,0.01,8,1000,0.15,0.05,8,12.0,685,19053.5,0.975,186
BA,degree,0.01,9,1000,0.15,0.05,5,9.0,673,20233.5,0.976,126
BA,degree,0.01,10,1000,0.15,0.05,4,9.0,689,18055.5,0.967,128
BA,degree,0.01,11,1000,0.15,0.05,6,11.0,717,20866.5,0.98,149
BA,degree,0.01,12,1000,0.15,0.05,6,12.0,653,19533.5,0.976,159
BA,degree,0.01,13,1000,0.15,0.05,5,10.0,693,20145.5,0.972,152
BA,degree,0.01,14,1000,0.15,0.05,6,11.0,677,19461.5,0.974,163
BA,degree,0.01,15,1000,0.15,0.05,8,13.0,699,19673.5,0.972,168
BA,degree,0.01,16,1000,0.15,0.05,4,9.0,680,20087.5,0.975,140
BA,degree,0.01,17,1000,0.15,0.05,7,12.0,667,18753.5,0.97,121
BA,degree,0.01,18,1000,0.15,0.05,5,10.0,693,19351.5,0.977,157
BA,degree,0.01,19,1000,0.15,0.05,5,9.0,709,21318.5,0.981,180
BA,degree,0.01,20,1000,0.15,0.05,7,12.0,670,19630.5,0.972,188
BA,degree,0.01,21,1000,0.15,0.05,5,10.0,674,19260.5,0.975,169
BA,degree,0.01,22,1000,0.15,0.05,6,10.0,684,19882.5,0.969,122
BA,degree,0.01,23,1000,0.15,0.05,6,11.0,656,19044.5,0.973,181
BA,degree,0.01,24,1000,0.15,0.05,6,10.0,686,20112.5,0.98,164
BA,degree,0.01,25,1000,0.15,0.05,5,9.0,687,17526.5,0.977,149
BA,degree,0.01,26,1000,0.15,0.05,6,11.0,705,20243.5,0.98,159
BA,degree,0.01,27,1000,0.15,0.05,6,11.0,689,18981.5,0.981,158
BA,degree,0.01,28,1000,0.15,0.05,7,11.0,672,19298.5,0.97,148
BA,degree,0.01,29,1000,0.15,0.05,6,11.0,663,19639.5,0.983,152
BA,degree,0.01,30,1000,0.15,0.05,6,11.0,671,17990.5,0.968,131
BA,degree,0.01,31,1000,0.15,0.05,7,12.0,685,19956.5,0.98,152
BA,degree,0.01,32,1000,0.15,0.05,6,11.0,656,18147.5,0.966,159
BA,degree,0.01,33,1000,0.15,0.05,7,12.0,687,19417.5,0.969,139
BA,degree,0.01,34,1000,0.15,0.05,6,11.0,684,19695.5,0.976,146
BA,degree,0.01,35,1000,0.15,0.05,6,11.0,671,19458.5,0.974,214
BA,degree,0.01,36,1000,0.15,0.05,8,12.0,686,20250.5,0.974,152
BA,degree,0.01,37,1000,0.15,0.05,6,11.0,664,19564.5,0.983,131
BA,degree,0.01,38,1000,0.15,0.05,6,11.0,675,19374.5,0.979,179
BA,degree,0.01,39,1000,0.15,0.05,8,13.0,653,19285.5,0.965,152
BA,degree,0.01,40,1000,0.15,0.05,6,11.0,666,19441.5,0.968,142
BA,degree,0.01,41,1000,0.15,0.05,6,11.0,650,19649.5,0.972,161
BA,degree,0.01,42,1000,0.15,0.05,6,10.0,702,18436.5,0.977,114
BA,degree,0.01,43,1000,0.15,0.05,6,11.0,670,19827.5,0.978,134
BA,degree,0.01,44,1000,0.15,0.05,5,9.0,689,18936.5,0.976,141
BA,degree,0.01,45,1000,0.15,0.05,5,10.0,707,19992.5,0.972,153
BA,degree,0.01,46,1000,0.15,0.05,6,11.0,665,19529.5,0.969,145
BA,degree,0.01,47,1000,0.15,0.05,6,10.0,668,18793.5,0.973,122
BA,degree,0.01,48,1000,0.15,0.05,5,10.0,661,19509.5,0.976,130
BA,degree,0.01,49,1000,0.15,0.05,6,11.0,641,18411.5,0.979,154
BA,degree,0.01,50,1000,0.15,0.05,5,10.0,684,20488.5,0.975,130
BA,degree,0.01,51,1000,0.15,0.05,10,14.0,676,19111.5,0.975,166
BA,degree,0.01,52,1000,0.15,0.05,5,10.0,696,19652.5,0.983,217
BA,degree,0.01,53,1000,0.15,0.05,8,12.0,689,20338.5,0.976,158
BA,degree,0.01,54,1000,0.15,0.05,6,11.0,684,19949.5,0.975,188
BA,degree,0.01,55,1000,0.15,0.05,7,12.0,668,19479.5,0.967,172
BA,degree,0.01,56,1000,0.15,0.05,7,11.0,686,19702.5,0.978,220
BA,degree,0.01,57,1000,0.15,0.05,6,10.0,656,19172.5,0.971,153
BA,degree,0.01,58,1000,0.15,0.05,6,10.0,705,18806.5,0.977,150
BA,degree,0.01,59,1000,0.15,0.05,7,11.0,686,19190.5,0.974,148
BA,degree,0.01,60,1000,0.15,0.05,6,10.0,697,19556.5,0.976,115
BA,degree,0.01,61,1000,0.15,0.05,6,11.0,670,19091.5,0.973,127
BA,degree,0.01,62,1000,0.15,0.05,6,10.0,686,18786.5,0.976,153
BA,degree,0.01,63,1000,0.15,0.05,6,10.0,677,19628.5,0.978,156
BA,degree,0.01,64,1000,0.15,0.05,5,10.0,715,20152.5,0.977,176
BA,degree,0.01,65,1000,0.15,0.05,6,12.0,664,18445.5,0.971,149
BA,degree,0.01,66,1000,0.15,0.05,8,13.0,677,20287.5,0.979,189
BA,degree,0.01,67,1000,0.15,0.05,5,9.0,698,19976.5,0.981,167
BA,degree,0.01,68,1000,0.15,0.05,6,11.0,703,19846.5,0.981,185
BA,degree,0.01,69,1000,0.15,0.05,7,12.0,680,19656.5,0.968,131
BA,degree,0.01,70,1000,0.15,0.05,10,15.0,665,18822.5,0.97,160
BA,degree,0.01,71,1000,0.15,0.05,7,12.0,663,19642.5,0.974,143
BA,degree,0.01,72,1000,0.15,0.05,6,10.0,703,19786.5,0.976,139
BA,degree,0.01,73,1000,0.15,0.05,5,9.0,681,19979.5,0.974,142
BA,degree,0.01,74,1000,0.15,0.05,6,10.0,679,18898.5,0.971,217
BA,degree,0.01,75,1000,0.15,0.05,6,10.0,679,20416.5,0.969,151
BA,degree,0.01,76,1000,0.15,0.05,7,11.0,688,19152.5,0.967,133
BA,degree,0.01,77,1000,0.15,0.05,9,14.0,667,19337.5,0.973,152
BA,degree,0.01,78,1000,0.15,0.05,6,10.0,675,18978.5,0.973,153
BA,degree,0.01,79,1000,0.15,0.05,7,12.0,681,20439.5,0.97,180
BA,degree,0.01,80,1000,0.15,0.05,5,9.0,681,19402.5,0.972,166
BA,degree,0.01,81,1000,0.15,0.05,8,13.0,661,18899.5,0.968,165
BA,degree,0.01,82,1000,0.15,0.05,6,10.0,695,19036.5,0.98,126
BA,degree,0.01,83,1000,0.15,0.05,6,10.0,683,19100.5,0.974,159
BA,degree,0.01,84,1000,0.15,0.05,7,11.0,677,18733.5,0.975,123
BA,degree,0.01,85,1000,0.15,0.05,5,10.0,645,18943.5,0.976,180
BA,degree,0.01,86,1000,0.15,0.05,6,11.0,665,18253.5,0.975,131
BA,degree,0.01,87,1000,0.15,0.05,6,11.0,669,18978.5,0.979,133
BA,degree,0.01,88,1000,0.15,0.05,6,10.0,674,18900.5,0.976,155
BA,degree,0.01,89,1000,0.15,0.05,5,10.0,689,19592.5,0.979,125
BA,degree,0.01,90,1000,0.15,0.05,6,10.0,697,18814.5,0.979,118
BA,degree,0.01,91,1000,0.15,0.05,6,10.0,678,19258.5,0.972,143
BA,degree,0.01,92,1000,0.15,0.05,6,10.0,662,19938.5,0.973,146
BA,degree,0.01,93,1000,0.15,0.05,6,12.0,652,19022.5,0.967,164
BA,degree,0.01,94,1000,0.15,0.05,8,12.0,697,19078.5,0.97,148
BA,degree,0.01,95,1000,0.15,0.05,5,9.0,700,20463.5,0.977,160
BA,degree,0.01,96,1000,0.15,0.05,5,9.0,683,19169.5,0.972,155
BA,degree,0.01,97,1000,0.15,0.05,5,10.0,658,18943.5,0.974,164
BA,degree,0.01,98,1000,0.15,0.05,7,11.0,652,18532.5,0.97,153
BA,degree,0.01,99,1000,0.15,0.05,6,10.0,703,20126.5,0.981,132
BA,degree,0.05,0,1000,0.15,0.05,12,22.0,510,17538.5,0.893,149
BA,degree,0.05,1,1000,0.15,0.05,8,18.0,528,16984.5,0.882,188
BA,degree,0.05,2,1000,0.15,0.05,12,23.0,524,16863.5,0.875,164
BA,degree,0.05,3,1000,0.15,0.05,9,21.0,511,17611.5,0.881,153
BA,degree,0.05,4,1000,0.15,0.05,12,20.0,567,18378.5,0.903,160
BA,degree,0.05,5,1000,0.15,0.05,11,21.0,528,17623.5,0.885,134
BA,degree,0.05,6,1000,0.15,0.05,8,20.0,519,17626.5,0.871,145
BA,degree,0.05,7,1000,0.15,0.05,10,,496,17570.5,0.895,155
BA,degree,0.05,8,1000,0.15,0.05,11,21.0,521,17139.5,0.889,219
BA,degree,0.05,9,1000,0.15,0.05,8,17.0,557,19078.5,0.903,171
BA,degree,0.05,10,1000,0.15,0.05,10,22.0,509,16281.5,0.896,133
BA,degree,0.05,11,1000,0.15,0.05,8,18.0,555,18980.5,0.906,146
BA,degree,0.05,12,1000,0.15,0.05,13,23.0,549,18335.5,0.893,171
BA,degree,0.05,13,1000,0.15,0.05,8,20.0,512,17753.5,0.888,130
BA,degree,0.05,14,1000,0.15,0.05,8,19.0,514,17015.5,0.867,157
BA,degree,0.05,15,1000,0.15,0.05,12,20.0,538,18352.5,0.897,191
BA,degree,0.05,16,1000,0.15,0.05,9,19.0,527,18125.5,0.893,144
BA,degree,0.05,17,1000,0.15,0.05,12,22.0,516,17098.5,0.883,140
BA,degree,0.05,18,1000,0.15,0.05,11,23.0,511,17392.5,0.881,234
BA,degree,0.05,19,1000,0.15,0.05,9,19.0,535,19272.5,0.893,181
BA,degree,0.05,20,1000,0.15,0.05,11,20.0,536,17445.5,0.886,140
BA,degree,0.05,21,1000,0.15,0.05,8,18.0,542,17735.5,0.879,145
BA,degree,0.05,22,1000,0.15,0.05,10,20.0,520,17089.5,0.866,142
BA,degree,0.05,23,1000,0.15,0.05,8,18.0,523,17171.5,0.885,189
BA,degree,0.05,24,1000,0.15,0.05,10,20.0,512,17919.5,0.885,160
BA,degree,0.05,25,1000,0.15,0.05,11,,498,15581.5,0.884,155
BA,degree,0.05,26,1000,0.15,0.05,14,22.0,566,17942.5,0.908,145
BA,degree,0.05,27,1000,0.15,0.05,9,18.0,557,17160.5,0.89,138
BA,degree,0.05,28,1000,0.15,0.05,10,20.0,526,16964.5,0.894,149
BA,degree,0.05,29,1000,0.15,0.05,10,20.0,514,17570.5,0.895,129
BA,degree,0.05,30,1000,0.15,0.05,9,19.0,518,16320.5,0.875,142
BA,degree,0.05,31,1000,0.15,0.05,10,19.0,543,18365.5,0.899,213
BA,degree,0.05,32,1000,0.15,0.05,10,19.0,531,17318.5,0.873,154
BA,degree,0.05,33,1000,0.15,0.05,11,,492,16413.5,0.873,167
BA,degree,0.05,34,1000,0.15,0.05,9,19.0,556,18328.5,0.891,172
BA,degree,0.05,35,1000,0.15,0.05,10,22.0,508,17600.5,0.891,150
BA,degree,0.05,36,1000,0.15,0.05,12,20.0,549,17390.5,0.885,195
BA,degree,0.05,37,1000,0.15,0.05,7,17.0,550,18451.5,0.886,201
BA,degree,0.05,38,1000,0.15,0.05,10,19.0,541,17311.5,0.89,159
BA,degree,0.05,39,1000,0.15,0.05,11,23.0,505,17279.5,0.891,123
BA,degree,0.05,40,1000,0.15,0.05,8,17.0,529,17084.5,0.872,161
BA,degree,0.05,41,1000,0.15,0.05,9,18.0,546,18481.5,0.905,145
BA,degree,0.05,42,1000,0.15,0.05,9,20.0,525,17081.5,0.883,188
BA,degree,0.05,43,1000,0.15,0.05,7,15.0,554,18416.5,0.897,159
BA,degree,0.05,44,1000,0.15,0.05,8,19.0,545,17838.5,0.905,160
BA,degree,0.05,45,1000,0.15,0.05,7,16.0,534,18143.5,0.884,196
BA,degree,0.05,46,1000,0.15,0.05,10,21.0,519,17818.5,0.877,175
BA,degree,0.05,47,1000,0.15,0.05,10,21.0,520,16953.5,0.873,153
BA,degree,0.05,48,1000,0.15,0.05,8,16.0,571,18715.5,0.907,146
BA,degree,0.05,49,1000,0.15,0.05,10,24.0,508,17120.5,0.87,144
BA,degree,0.05,50,1000,0.15,0.05,11,19.0,553,18566.5,0.905,183
BA,degree,0.05,51,1000,0.15,0.05,13,,488,16496.5,0.868,128
BA,degree,0.05,52,1000,0.15,0.05,9,18.0,533,17635.5,0.876,144
BA,degree,0.05,53,1000,0.15,0.05,15,25.0,518,18624.5,0.904,198
BA,degree,0.05,54,1000,0.15,0.05,8,18.0,538,17807.5,0.894,203
BA,degree,0.05,55,1000,0.15,0.05,10,20.0,543,17384.5,0.887,154
BA,degree,0.05,56,1000,0.15,0.05,13,22.0,549,18522.5,0.897,140
BA,degree,0.05,57,1000,0.15,0.05,12,23.0,522,17487.5,0.886,140
BA,degree,0.05,58,1000,0.15,0.05,10,20.0,525,16746.5,0.87,189
BA,degree,0.05,59,1000,0.15,0.05,8,17.0,560,17724.5,0.888,130
BA,degree,0.05,60,1000,0.15,0.05,8,16.0,583,18931.5,0.902,221
BA,degree,0.05,61,1000,0.15,0.05,14,24.0,525,18112.5,0.886,147
BA,degree,0.05,62,1000,0.15,0.05,9,19.0,546,17162.5,0.894,172
BA,degree,0.05,63,1000,0.15,0.05,11,22.0,554,18138.5,0.896,287
BA,degree,0.05,64,1000,0.15,0.05,9,19.0,538,17301.5,0.885,151
BA,degree,0.05,65,1000,0.15,0.05,9,20.0,510,17690.5,0.879,136
BA,degree,0.05,66,1000,0.15,0.05,9,21.0,516,16912.5,0.881,168
BA,degree,0.05,67,1000,0.15,0.05,11,,497,17543.5,0.872,179
BA,degree,0.05,68,1000,0.15,0.05,9,17.0,564,18614.5,0.887,174
BA,degree,0.05,69,1000,0.15,0.05,12,23.0,519,18482.5,0.886,189
BA,degree,0.05,70,1000,0.15,0.05,10,21.0,520,17143.5,0.882,173
BA,degree,0.05,71,1000,0.15,0.05,12,21.0,541,18743.5,0.881,140
BA,degree,0.05,72,1000,0.15,0.05,10,18.0,580,19225.5,0.906,221
BA,degree,0.05,73,1000,0.15,0.05,8,18.0,550,18317.5,0.886,212
BA,degree,0.05,74,1000,0.15,0.05,9,19.0,526,17332.5,0.896,182
BA,degree,0.05,75,1000,0.15,0.05,10,19.0,551,18767.5,0.896,152
BA,degree,0.05,76,1000,0.15,0.05,11,21.0,542,17676.5,0.875,248
BA,degree,0.05,77,1000,0.15,0.05,9,18.0,556,17843.5,0.885,166
BA,degree,0.05,78,1000,0.15,0.05,9,20.0,518,17671.5,0.888,176
BA,degree,0.05,79,1000,0.15,0.05,11,22.0,548,19432.5,0.897,175
BA,degree,0.05,80,1000,0.15,0.05,11,,496,17229.5,0.883,127
BA,degree,0.05,81,1000,0.15,0.05,11,,487,17221.5,0.873,154
BA,degree,0.05,82,1000,0.15,0.05,11,23.0,507,16696.5,0.879,125
BA,degree,0.05,83,1000,0.15,0.05,8,19.0,510,16322.5,0.861,145
BA,degree,0.05,84,1000,0.15,0.05,10,20.0,523,16640.5,0.901,214
BA,degree,0.05,85,1000,0.15,0.05,6,16.0,552,17938.5,0.903,171
BA,degree,0.05,86,1000,0.15,0.05,8,19.0,522,16944.5,0.893,145
BA,degree,0.05,87,1000,0.15,0.05,9,18.0,552,18063.5,0.9,154
BA,degree,0.05,88,1000,0.15,0.05,10,19.0,536,17476.5,0.892,171
